GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N,HumanEnsembl,MouseEnsembl,Mouse_OrthoType,Mouse_PercId,MacaqueEnsembl,Macaque_OrthoType,Macaque_PercId,Human_Biotype,Mouse_Biotype,Macaque_Biotype,Human_NonCoding,Mouse_NonCoding,Macaque_NonCoding,Any_NonCoding
Ash1l,ASH1L,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000116539,ENSMUSG00000028053,ortholog_one2one,92.0378,ENSMMUG00000023146,ortholog_one2one,98.8192,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Aspn,ASPN,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000292224,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Atf2,ATF2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000115966,ENSMUSG00000027104,ortholog_one2one,95.6436,ENSMMUG00000003947,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atf4,ATF4,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000128272,ENSMUSG00000042406,ortholog_one2one,86.6097,ENSMMUG00000055780,ortholog_one2one,98.0057,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atf7ip,ATF7IP,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000171681,ENSMUSG00000030213,ortholog_one2one,75.2756,ENSMMUG00000003664,ortholog_one2one,97.2441,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atp10a,ATP10A,Both,liver_only,TRUE,FALSE,TRUE,2,ENSG00000206190,ENSMUSG00000025324,ortholog_one2one,80.9873,ENSMMUG00000054546,ortholog_one2one,94.5297,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atp11a,ATP11A,Daneman,liver_only,TRUE,TRUE,TRUE,3,ENSG00000068650,ENSMUSG00000031441,ortholog_one2one,91.9753,ENSMMUG00000013625,ortholog_one2one,97.7954,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atp13a2,ATP13A2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000159363,ENSMUSG00000036622,ortholog_one2one,85.4237,ENSMMUG00000001610,ortholog_one2one,91.3559,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atp13a5,ATP13A5,Daneman,liver_and_lung,FALSE,FALSE,FALSE,0,ENSG00000187527,ENSMUSG00000048939,ortholog_one2one,82.9228,ENSMMUG00000009760,ortholog_one2one,95.4023,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atp1a2,ATP1A2,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000018625,ENSMUSG00000007097,ortholog_one2one,99.1176,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Atp1b1,ATP1B1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000143153,ENSMUSG00000026576,ortholog_one2one,94.0594,ENSMMUG00000021078,ortholog_one2one,98.0198,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atp1b2,ATP1B2,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000129244,ENSMUSG00000041329,ortholog_one2one,97.2414,ENSMMUG00000044486,ortholog_one2one,99.3103,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atp2a3,ATP2A3,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000074370,ENSMUSG00000020788,ortholog_one2one,94.6947,ENSMMUG00000008263,ortholog_one2one,84.6847,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atp2c1,ATP2C1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000017260,ENSMUSG00000032570,ortholog_one2one,96.7356,ENSMMUG00000005137,ortholog_one2one,99.1295,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atp5a1,ATP5A1,Daneman,lung_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Atp5d,ATP5D,Daneman,lung_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Atp5f1,ATP5F1,Daneman,lung_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Atp5g1,ATP5G1,Daneman,lung_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Atp5g2,ATP5G2,Daneman,lung_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Atp5o,ATP5O,Daneman,lung_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Atp6v0d1,ATP6V0D1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000159720,ENSMUSG00000013160,ortholog_one2one,99.7151,ENSMMUG00000029105,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atp8a1,ATP8A1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000124406,ENSMUSG00000037685,ortholog_one2one,98.11,ENSMMUG00000017733,ortholog_one2one,98.7972,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atp9a,ATP9A,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000054793,ENSMUSG00000027546,ortholog_one2one,97.9943,ENSMMUG00000000918,ortholog_one2one,99.9045,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Atpif1,ATPIF1,Daneman,lung_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Axin2,AXIN2,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000168646,ENSMUSG00000000142,ortholog_one2one,90.0356,ENSMMUG00000060015,ortholog_one2one,98.4579,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
B2m,B2M,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000273686,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
B3gnt1,B3GNT1,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
B4galt4,B4GALT4,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000121578,ENSMUSG00000022793,ortholog_one2one,83.4302,ENSMMUG00000062606,ortholog_one2many,24.7093,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
B4galt4,B4GALT4,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000121578,ENSMUSG00000022793,ortholog_one2one,83.4302,ENSMMUG00000003592,ortholog_one2many,88.6628,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Baiap2l1,BAIAP2L1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000006453,ENSMUSG00000038859,ortholog_one2one,88.454,ENSMMUG00000013276,ortholog_one2one,95.8904,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bambi,BAMBI,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000095739,ENSMUSG00000024232,ortholog_one2one,93.0769,ENSMMUG00000058108,ortholog_one2one,98.8462,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Banf1,BANF1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000175334,ENSMUSG00000024844,ortholog_one2one,96.6292,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Basp1,BASP1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000176788,ENSMUSG00000045763,ortholog_one2one,72.2467,ENSMMUG00000061751,ortholog_one2one,98.6784,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Baz1a,BAZ1A,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000198604,ENSMUSG00000035021,ortholog_one2one,87.1465,ENSMMUG00000058073,ortholog_one2one,98.5861,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bche,BCHE,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000114200,ENSMUSG00000027792,ortholog_one2one,79.5681,ENSMMUG00000003742,ortholog_one2one,95.8472,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bcl10,BCL10,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000142867,ENSMUSG00000028191,ortholog_one2one,90.5579,ENSMMUG00000005720,ortholog_one2one,99.1416,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bcl2l1,BCL2L1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000171552,ENSMUSG00000007659,ortholog_one2one,97.8541,ENSMMUG00000005985,ortholog_one2one,99.5708,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bcl6,BCL6,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000113916,ENSMUSG00000022508,ortholog_one2one,94.7592,ENSMMUG00000009198,ortholog_one2one,97.5921,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bcl6b,BCL6B,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000161940,ENSMUSG00000000317,ortholog_one2one,89.1441,ENSMMUG00000016268,ortholog_one2one,90.6054,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bcr,BCR,Daneman,lung_only,TRUE,TRUE,TRUE,3,ENSG00000186716,ENSMUSG00000009681,ortholog_one2one,93.9418,ENSMMUG00000023622,ortholog_one2one,98.7411,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bend5,BEND5,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000162373,ENSMUSG00000028545,ortholog_one2one,98.5748,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Bgn,BGN,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000182492,ENSMUSG00000031375,ortholog_one2one,95.9239,ENSMMUG00000012743,ortholog_one2one,99.1848,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bin1,BIN1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000136717,ENSMUSG00000024381,ortholog_one2one,77.2344,ENSMMUG00000000376,ortholog_one2one,85.8347,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bmp1,BMP1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000168487,ENSMUSG00000022098,ortholog_one2one,96.0446,ENSMMUG00000013031,ortholog_one2one,99.4929,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bmp2,BMP2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000125845,ENSMUSG00000027358,ortholog_one2one,91.1616,ENSMMUG00000064170,ortholog_one2one,98.7374,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bmp2k,BMP2K,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000138756,ENSMUSG00000034663,ortholog_one2one,82.3428,ENSMMUG00000011639,ortholog_one2one,97.2438,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bmpr1a,BMPR1A,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000107779,ENSMUSG00000021796,ortholog_one2one,97.9323,ENSMMUG00000011852,ortholog_one2one,99.6241,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bmpr2,BMPR2,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000204217,ENSMUSG00000067336,ortholog_one2one,96.6281,ENSMMUG00000009009,ortholog_one2one,99.1329,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bnip1,BNIP1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000113734,ENSMUSG00000024191,ortholog_one2one,93.8596,ENSMMUG00000014607,ortholog_one2one,99.5614,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bnip3,BNIP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000176171,ENSMUSG00000078566,ortholog_one2one,90.2062,ENSMMUG00000058508,ortholog_one2many,99.4845,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bnip3,BNIP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000176171,ENSMUSG00000078566,ortholog_one2one,90.2062,ENSMMUG00000022445,ortholog_one2many,99.4845,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bop1,BOP1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000261236,ENSMUSG00000022557,ortholog_one2one,82.9759,ENSMMUG00000014724,ortholog_one2one,93.4316,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bpgm,BPGM,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000172331,ENSMUSG00000038871,ortholog_one2one,92.278,ENSMMUG00000004598,ortholog_one2one,98.8417,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bsg,BSG,Munji,NA,TRUE,TRUE,TRUE,3,ENSG00000172270,ENSMUSG00000023175,ortholog_one2one,65.4545,ENSMMUG00000018740,ortholog_one2one,54.026,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bspry,BSPRY,Munji,NA,FALSE,FALSE,FALSE,0,ENSG00000119411,ENSMUSG00000028392,ortholog_one2one,78.8557,ENSMMUG00000005851,ortholog_one2one,96.5174,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Btbd11,BTBD11,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Btf3,BTF3,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000145741,ENSMUSG00000021660,ortholog_one2one,78.6408,ENSMMUG00000002246,ortholog_one2one,59.2233,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Btf3l4,BTF3L4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000134717,ENSMUSG00000114133,ortholog_one2one,100,ENSMMUG00000003636,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Btg2,BTG2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000159388,ENSMUSG00000020423,ortholog_one2one,93.6709,ENSMMUG00000053426,ortholog_one2one,99.3671,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Bzw1,BZW1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000082153,ENSMUSG00000051223,ortholog_one2one,100,ENSMMUG00000022202,ortholog_one2one,99.7613,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
8430408G22Rik,C10ORF10,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2700094K13Rik,C11ORF31,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
AI462493,C11ORF83,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Grcc10,C12ORF57,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2010107E04Rik,C14ORF2,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
BC030336,C16ORF52,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
AI467606,C16ORF54,Daneman,liver_and_lung,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
AU021092,C16ORF89,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
0610010K14Rik,C17ORF49,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2410015M20Rik,C19ORF70,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
C130074G19Rik,C1ORF115,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2810004N23Rik,C1ORF131,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2310022B05Rik,C1ORF198,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Gm694,C1ORF64,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
A130010J15Rik,C1ORF74,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
C1qbp,C1QBP,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000108561,ENSMUSG00000018446,ortholog_one2one,85.8156,ENSMMUG00000006592,ortholog_one2one,94.3262,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
3010026O09Rik,C5ORF45,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
3110082I17Rik,C7ORF50,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1810011O10Rik,C8ORF4,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Car2,CA2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000104267,ENSMUSG00000027562,ortholog_one2one,81.1538,ENSMMUG00000014891,ortholog_one2one,97.6923,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Cab39l,CAB39L,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000102547,ENSMUSG00000021981,ortholog_one2one,98.5163,ENSMMUG00000013472,ortholog_one2one,98.5163,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Cables1,CABLES1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000134508,ENSMUSG00000040957,ortholog_one2one,80.7267,ENSMMUG00000005125,ortholog_one2one,97.3144,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Cabyr,CABYR,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000154040,ENSMUSG00000024430,ortholog_one2one,75.1979,ENSMMUG00000004346,ortholog_one2one,47.2296,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Cachd1,CACHD1,Both,lung_only,TRUE,FALSE,TRUE,2,ENSG00000158966,ENSMUSG00000028532,ortholog_one2one,96.9388,ENSMMUG00000007577,ortholog_one2one,99.2936,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Capn2,CAPN2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000162909,ENSMUSG00000026509,ortholog_one2one,93.8571,ENSMMUG00000011142,ortholog_one2one,99.4286,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Capzb,CAPZB,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000077549,ENSMUSG00000028745,ortholog_one2one,99.6324,ENSMMUG00000006894,ortholog_one2one,99.2647,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Card10,CARD10,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000100065,ENSMUSG00000033170,ortholog_one2one,90.6008,ENSMMUG00000003007,ortholog_one2one,98.3527,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Caskin2,CASKIN2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000177303,ENSMUSG00000034471,ortholog_one2one,89.4343,ENSMMUG00000022121,ortholog_one2one,98.2529,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Casp3,CASP3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000164305,ENSMUSG00000031628,ortholog_one2one,86.6426,ENSMMUG00000012053,ortholog_one2one,95.6679,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Casp6,CASP6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000138794,ENSMUSG00000027997,ortholog_one2one,84.6416,ENSMMUG00000008174,ortholog_one2one,96.587,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Casp7,CASP7,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000165806,ENSMUSG00000025076,ortholog_one2one,82.1782,ENSMMUG00000001217,ortholog_one2one,75.9076,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Casp8,CASP8,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000064012,ENSMUSG00000026029,ortholog_one2one,67.0146,ENSMMUG00000031296,ortholog_one2one,94.3633,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Casp8ap2,CASP8AP2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000288475,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Casq2,CASQ2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000118729,ENSMUSG00000027861,ortholog_one2one,90.2256,ENSMMUG00000008970,ortholog_one2one,97.2431,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Cast,CAST,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000153113,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Cat,CAT,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000121691,ENSMUSG00000027187,ortholog_one2one,89.3738,ENSMMUG00000002429,ortholog_one2one,94.3074,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Cav2,CAV2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000105971,ENSMUSG00000000058,ortholog_one2one,90.1235,ENSMMUG00000061706,ortholog_one2one,98.1481,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Cbr3,CBR3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000159231,ENSMUSG00000022947,ortholog_one2one,85.1986,ENSMMUG00000020565,ortholog_one2one,92.0578,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ccdc106,CCDC106,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000173581,ENSMUSG00000035228,ortholog_one2one,89.6429,ENSMMUG00000004808,ortholog_one2one,98.2143,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ccdc141,CCDC141,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000163492,ENSMUSG00000044033,ortholog_one2one,73.0065,ENSMMUG00000019689,ortholog_one2one,40.1307,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ccdc23,CCDC23,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Ccdc28a,CCDC28A,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000024862,ENSMUSG00000059554,ortholog_one2one,93.4783,ENSMMUG00000017643,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ccdc28b,CCDC28B,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000160050,ENSMUSG00000028795,ortholog_one2one,96.5,ENSMMUG00000015066,ortholog_one2one,99.5,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ccdc61,CCDC61,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000104983,ENSMUSG00000074358,ortholog_one2one,85.3516,ENSMMUG00000008741,ortholog_one2one,96.6797,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ccdc85c,CCDC85C,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000205476,ENSMUSG00000084883,ortholog_one2one,93.5561,ENSMMUG00000046816,ortholog_one2one,98.3294,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ccdc92,CCDC92,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000275035,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Ccnd1,CCND1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000110092,ENSMUSG00000070348,ortholog_one2one,93.8983,ENSMMUG00000002368,ortholog_one2one,81.3559,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ccnd2,CCND2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000118971,ENSMUSG00000000184,ortholog_one2one,92.0415,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Ccng2,CCNG2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000138764,ENSMUSG00000029385,ortholog_one2one,88.9535,ENSMMUG00000000914,ortholog_one2one,99.1279,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Cct2,CCT2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000166226,ENSMUSG00000034024,ortholog_one2one,97.5701,ENSMMUG00000010820,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Cd1d1,CD1D,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000158473,ENSMUSG00000041750,ortholog_one2many,46.8657,ENSMMUG00000020156,ortholog_one2one,93.1343,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Cd1d1,CD1D,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000158473,ENSMUSG00000028076,ortholog_one2many,61.194,ENSMMUG00000020156,ortholog_one2one,93.1343,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
