GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,HumanEnsembl,MouseEnsembl,MacaqueEnsembl
Pgm2,PGM1,Daneman,lung_only,ENSG00000079739,ENSMUSG00000025791,ENSMMUG00000020049
Pgm1,PGM2,Daneman,lung_only,ENSG00000169299,ENSMUSG00000029171,ENSMMUG00000000232
Phactr1,PHACTR1,Daneman,liver_only,ENSG00000112137,ENSMUSG00000054728,ENSMMUG00000020040
Phactr4,PHACTR4,Daneman,liver_only,ENSG00000204138,ENSMUSG00000066043,ENSMMUG00000019216
Phb,PHB,Daneman,lung_only,NA,NA,NA
Phb2,PHB2,Daneman,lung_only,ENSG00000215021,ENSMUSG00000004264,ENSMMUG00000010205
Phc3,PHC3,Daneman,liver_only,ENSG00000173889,ENSMUSG00000037652,ENSMMUG00000022199
Phf2,PHF2,Munji,NA,ENSG00000197724,ENSMUSG00000038025,ENSMMUG00000008281
Phf20,PHF20,Daneman,liver_only,ENSG00000025293,ENSMUSG00000038116,ENSMMUG00000010633
Phgdh,PHGDH,Daneman,lung_only,ENSG00000092621,ENSMUSG00000053398,ENSMMUG00000023089
Phlda1,PHLDA1,Daneman,lung_only,ENSG00000139289,ENSMUSG00000020205,ENSMMUG00000064103
Phpt1,PHPT1,Daneman,lung_only,ENSG00000054148,ENSMUSG00000036504,ENSMMUG00000005047
Phyhipl,PHYHIPL,Daneman,liver_only,ENSG00000165443,ENSMUSG00000037747,ENSMMUG00000003705
Pias1,PIAS1,Daneman,liver_only,ENSG00000033800,ENSMUSG00000032405,ENSMMUG00000011699
Picalm,PICALM,Daneman,liver_only,ENSG00000073921,ENSMUSG00000039361,ENSMMUG00000019618
Pigx,PIGX,Daneman,lung_only,ENSG00000163964,ENSMUSG00000023791,ENSMMUG00000003774
Pik3cg,PIK3CG,Daneman,lung_only,ENSG00000105851,ENSMUSG00000020573,ENSMMUG00000011385
Pir,PIR,Daneman,liver_only,ENSG00000087842,ENSMUSG00000031379,ENSMMUG00000015740
Pitrm1,PITRM1,Daneman,lung_only,ENSG00000107959,ENSMUSG00000021193,ENSMMUG00000004938
Pkig,PKIG,Daneman,liver_only,ENSG00000168734,ENSMUSG00000035268,ENSMMUG00000048521
Pla2g6,PLA2G6,Munji,NA,ENSG00000184381,ENSMUSG00000042632,ENSMMUG00000002701
Pla2g7,PLA2G7,Daneman,liver_and_lung,ENSG00000146070,ENSMUSG00000023913,ENSMMUG00000019254
Plagl1,PLAGL1,Daneman,lung_only,ENSG00000118495,ENSMUSG00000019817,ENSMMUG00000003750
Plcb1,PLCB1,Daneman,liver_only,ENSG00000182621,ENSMUSG00000051177,ENSMMUG00000004313
Plcb4,PLCB4,Daneman,liver_only,ENSG00000101333,ENSMUSG00000039943,ENSMMUG00000001012
Plce1,PLCE1,Daneman,liver_and_lung,ENSG00000138193,ENSMUSG00000024998,ENSMMUG00000001608
Pld1,PLD1,Daneman,liver_and_lung,ENSG00000075651,ENSMUSG00000027695,ENSMMUG00000023289
Pld2,PLD2,Daneman,liver_only,ENSG00000129219,ENSMUSG00000020828,ENSMMUG00000005666
Pld3,PLD3,Daneman,lung_only,ENSG00000105223,ENSMUSG00000003363,ENSMMUG00000006071
Plekha2,PLEKHA2,Daneman,liver_only,ENSG00000169499,ENSMUSG00000031557,ENSMMUG00000003591
Plekhb2,PLEKHB2,Daneman,liver_only,ENSG00000115762,ENSMUSG00000026123,ENSMMUG00000006158
Plekhg5,PLEKHG5,Munji,NA,ENSG00000171680,ENSMUSG00000039713,ENSMMUG00000023678
Plekhh1,PLEKHH1,Daneman,lung_only,ENSG00000054690,ENSMUSG00000060716,ENSMMUG00000021326
Plekhh2,PLEKHH2,Munji,NA,ENSG00000152527,ENSMUSG00000040852,ENSMMUG00000008074
Plekhn1,PLEKHN1,Munji,NA,ENSG00000187583,ENSMUSG00000078485,ENSMMUG00000015804
Pllp,PLLP,Daneman,liver_only,ENSG00000102934,ENSMUSG00000031775,ENSMMUG00000008924
Plp2,PLP2,Daneman,lung_only,ENSG00000102007,ENSMUSG00000031146,ENSMMUG00000023022
Plp2,PLP2,Daneman,lung_only,ENSG00000102007,ENSMUSG00000057762,ENSMMUG00000023022
Plscr1,PLSCR1,Daneman,liver_only,ENSG00000188313,ENSMUSG00000032372,NA
Plscr1,PLSCR1,Daneman,liver_only,ENSG00000188313,ENSMUSG00000074139,NA
Plscr1,PLSCR1,Daneman,liver_only,ENSG00000188313,ENSMUSG00000032369,NA
Plscr4,PLSCR4,Daneman,liver_only,ENSG00000114698,ENSMUSG00000032377,ENSMMUG00000007976
Pltp,PLTP,Munji,NA,ENSG00000100979,ENSMUSG00000017754,ENSMMUG00000009963
Plvap,PLVAP,Daneman,lung_only,ENSG00000130300,ENSMUSG00000034845,ENSMMUG00000002413
Plxdc1,PLXDC1,Daneman,liver_and_lung,ENSG00000161381,ENSMUSG00000017417,ENSMMUG00000004917
Plxdc2,PLXDC2,Daneman,liver_and_lung,ENSG00000120594,ENSMUSG00000026748,ENSMMUG00000015370
Plxna2,PLXNA2,Daneman,liver_only,ENSG00000076356,ENSMUSG00000026640,ENSMMUG00000004563
Plxnb1,PLXNB1,Daneman,liver_and_lung,ENSG00000164050,ENSMUSG00000053646,ENSMMUG00000003074
Plxnb2,PLXNB2,Daneman,liver_and_lung,ENSG00000196576,ENSMUSG00000036606,ENSMMUG00000008331
Plxnd1,PLXND1,Daneman,lung_only,ENSG00000004399,ENSMUSG00000030123,ENSMMUG00000012737
Pmepa1,PMEPA1,Munji,NA,ENSG00000124225,ENSMUSG00000038400,ENSMMUG00000022589
Pml,PML,Daneman,liver_only,ENSG00000140464,ENSMUSG00000036986,ENSMMUG00000002569
Pnpla6,PNPLA6,Munji,NA,ENSG00000032444,ENSMUSG00000004565,ENSMMUG00000011392
Pole4,POLE4,Daneman,liver_only,ENSG00000115350,ENSMUSG00000030042,ENSMMUG00000001845
Polg2,POLG2,Daneman,liver_only,ENSG00000256525,ENSMUSG00000020718,ENSMMUG00000009464
Polk,POLK,Both,liver_only,ENSG00000122008,ENSMUSG00000021668,ENSMMUG00000006144
Pomc,POMC,Munji,NA,ENSG00000115138,ENSMUSG00000020660,ENSMMUG00000055135
Porcn,PORCN,Munji,NA,ENSG00000102312,ENSMUSG00000031169,ENSMMUG00000018895
Ppapdc2,PPAPDC2,Munji,NA,NA,NA,NA
Ppard,PPARD,Munji,NA,ENSG00000112033,ENSMUSG00000002250,ENSMMUG00000015904
Ppic,PPIC,Daneman,lung_only,ENSG00000168938,ENSMUSG00000024538,ENSMMUG00000010651
Ppm1a,PPM1A,Daneman,liver_only,ENSG00000100614,ENSMUSG00000021096,ENSMMUG00000010464
Ppm1h,PPM1H,Munji,NA,ENSG00000111110,ENSMUSG00000034613,ENSMMUG00000011952
Ppp1r14a,PPP1R14A,Daneman,liver_and_lung,ENSG00000167641,ENSMUSG00000037166,ENSMMUG00000028772
Ppp1r14b,PPP1R14B,Daneman,lung_only,ENSG00000173457,ENSMUSG00000073730,ENSMMUG00000004924
Ppp1r14b,PPP1R14B,Daneman,lung_only,ENSG00000173457,ENSMUSG00000073730,ENSMMUG00000037977
Ppp1r2,PPP1R2,Daneman,liver_only,ENSG00000184203,ENSMUSG00000047714,ENSMMUG00000019396
Ppp1r2,PPP1R2,Daneman,liver_only,ENSG00000184203,ENSMUSG00000121976,ENSMMUG00000019396
Ppp1r2,PPP1R2,Daneman,liver_only,ENSG00000184203,ENSMUSG00000094843,ENSMMUG00000019396
Ppp1r2,PPP1R2,Daneman,liver_only,ENSG00000184203,ENSMUSG00000095869,ENSMMUG00000019396
Ppp1r35,PPP1R35,Munji,NA,ENSG00000160813,ENSMUSG00000029725,ENSMMUG00000012728
Ppp1r7,PPP1R7,Daneman,liver_only,ENSG00000115685,NA,NA
Ppp1r8,PPP1R8,Munji,NA,ENSG00000117751,ENSMUSG00000028882,ENSMMUG00000012252
Ppp1r9a,PPP1R9A,Daneman,lung_only,ENSG00000158528,ENSMUSG00000032827,ENSMMUG00000008008
Ppp2cb,PPP2CB,Daneman,lung_only,ENSG00000104695,ENSMUSG00000009630,ENSMMUG00000020819
Ppp3cc,PPP3CC,Both,liver_only,ENSG00000120910,ENSMUSG00000022092,ENSMMUG00000014442
Ppp5c,PPP5C,Daneman,lung_only,ENSG00000011485,ENSMUSG00000003099,ENSMMUG00000000217
Prcp,PRCP,Daneman,lung_only,ENSG00000137509,ENSMUSG00000061119,ENSMMUG00000007838
Prdm1,PRDM1,Daneman,lung_only,ENSG00000057657,ENSMUSG00000038151,ENSMMUG00000021401
Prdm16,PRDM16,Daneman,liver_only,ENSG00000142611,ENSMUSG00000039410,ENSMMUG00000009350
Prdm9,PRDM9,Munji,NA,ENSG00000292167,NA,NA
Prdm9,PRDM9,Munji,NA,ENSG00000164256,ENSMUSG00000055150,NA
Prdx2,PRDX2,Daneman,lung_only,ENSG00000167815,ENSMUSG00000005161,ENSMMUG00000061536
Prdx2,PRDX2,Daneman,lung_only,ENSG00000167815,ENSMUSG00000005161,ENSMMUG00000005689
Prdx3,PRDX3,Daneman,liver_and_lung,ENSG00000165672,ENSMUSG00000024997,ENSMMUG00000008294
Prdx4,PRDX4,Daneman,lung_only,ENSG00000123131,ENSMUSG00000025289,ENSMMUG00000021366
Prdx5,PRDX5,Daneman,lung_only,ENSG00000126432,ENSMUSG00000024953,ENSMMUG00000013397
Prdx6,PRDX6,Daneman,lung_only,ENSG00000117592,ENSMUSG00000026701,ENSMMUG00000008776
Prdx6,PRDX6,Daneman,lung_only,ENSG00000117592,ENSMUSG00000050114,ENSMMUG00000008776
Prelp,PRELP,Daneman,liver_and_lung,ENSG00000188783,ENSMUSG00000041577,ENSMMUG00000021641
Prep,PREP,Daneman,lung_only,ENSG00000085377,ENSMUSG00000019849,ENSMMUG00000013483
Prickle1,PRICKLE1,Daneman,liver_only,ENSG00000139174,ENSMUSG00000036158,ENSMMUG00000021733
Prickle2,PRICKLE2,Daneman,liver_and_lung,ENSG00000163637,ENSMUSG00000030020,ENSMMUG00000001513
Prkar1b,PRKAR1B,Daneman,liver_and_lung,ENSG00000188191,ENSMUSG00000025855,ENSMMUG00000053014
Prkch,PRKCH,Daneman,liver_only,ENSG00000027075,ENSMUSG00000021108,ENSMMUG00000002260
Prnd,PRND,Daneman,lung_only,ENSG00000171864,ENSMUSG00000027338,ENSMMUG00000061435
Prnp,PRNP,Daneman,lung_only,ENSG00000171867,ENSMUSG00000079037,ENSMMUG00000062847
Prom1,PROM1,Both,liver_only,ENSG00000007062,ENSMUSG00000029086,ENSMMUG00000008164
Prpf39,PRPF39,Daneman,liver_only,ENSG00000185246,ENSMUSG00000035597,ENSMMUG00000010862
Prpf4b,PRPF4B,Daneman,liver_only,NA,NA,NA
Prr12,PRR12,Munji,NA,ENSG00000126464,ENSMUSG00000046574,ENSMMUG00000012937
Prss23,PRSS23,Daneman,liver_only,ENSG00000150687,ENSMUSG00000039405,ENSMMUG00000003717
Prune,PRUNE,Munji,NA,NA,NA,NA
Psat1,PSAT1,Daneman,lung_only,ENSG00000135069,ENSMUSG00000024640,NA
Psip1,PSIP1,Daneman,lung_only,ENSG00000164985,ENSMUSG00000028484,ENSMMUG00000002224
Psma5,PSMA5,Daneman,lung_only,ENSG00000143106,ENSMUSG00000068749,ENSMMUG00000051186
Psmb10,PSMB10,Daneman,liver_only,ENSG00000205220,ENSMUSG00000031897,ENSMMUG00000064535
Psmb2,PSMB2,Daneman,lung_only,ENSG00000126067,ENSMUSG00000028837,ENSMMUG00000013090
Psmb4,PSMB4,Daneman,lung_only,ENSG00000159377,ENSMUSG00000005779,ENSMMUG00000020924
Psmc4,PSMC4,Daneman,lung_only,ENSG00000281221,NA,NA
Psmc4,PSMC4,Daneman,lung_only,ENSG00000013275,ENSMUSG00000030603,ENSMMUG00000017188
Psmc5,PSMC5,Daneman,lung_only,ENSG00000087191,ENSMUSG00000020708,ENSMMUG00000016769
Psmd13,PSMD13,Daneman,lung_only,ENSG00000185627,ENSMUSG00000025487,ENSMMUG00000011511
Psmd8,PSMD8,Daneman,lung_only,ENSG00000099341,ENSMUSG00000030591,ENSMMUG00000038221
Ptdss2,PTDSS2,Daneman,lung_only,ENSG00000282367,NA,NA
Ptdss2,PTDSS2,Daneman,lung_only,ENSG00000174915,ENSMUSG00000025495,ENSMMUG00000010782
Ptdss2,PTDSS2,Daneman,lung_only,ENSG00000174915,ENSMUSG00000025495,ENSMMUG00000059353
Pten,PTEN,Daneman,liver_and_lung,ENSG00000284792,NA,NA
Pten,PTEN,Daneman,liver_and_lung,ENSG00000171862,NA,NA
Ptgds,PTGDS,Munji,NA,ENSG00000107317,ENSMUSG00000015090,ENSMMUG00000052688
Ptger4,PTGER4,Daneman,liver_only,ENSG00000171522,ENSMUSG00000039942,ENSMMUG00000016167
Ptgfrn,PTGFRN,Daneman,lung_only,ENSG00000134247,ENSMUSG00000027864,ENSMMUG00000016900
Ptgis,PTGIS,Daneman,lung_only,ENSG00000124212,ENSMUSG00000017969,ENSMMUG00000021692
Ptn,PTN,Both,liver_only,ENSG00000105894,ENSMUSG00000029838,ENSMMUG00000011836
Ptov1,PTOV1,Daneman,lung_only,ENSG00000104960,ENSMUSG00000038502,ENSMMUG00000011618
Ptp4a3,PTP4A3,Daneman,lung_only,ENSG00000291470,NA,NA
Ptp4a3,PTP4A3,Daneman,lung_only,ENSG00000275575,NA,NA
Ptp4a3,PTP4A3,Daneman,lung_only,ENSG00000184489,ENSMUSG00000059895,ENSMMUG00000019392
Ptpla,PTPLA,Daneman,lung_only,NA,NA,NA
Ptpn9,PTPN9,Daneman,liver_and_lung,ENSG00000169410,ENSMUSG00000032290,ENSMMUG00000003783
Ptpre,PTPRE,Daneman,lung_only,ENSG00000132334,ENSMUSG00000041836,ENSMMUG00000005383
Ptprf,PTPRF,Daneman,lung_only,ENSG00000142949,ENSMUSG00000033295,ENSMMUG00000012477
Ptprk,PTPRK,Daneman,lung_only,ENSG00000273993,NA,NA
Ptprk,PTPRK,Daneman,lung_only,ENSG00000152894,ENSMUSG00000019889,ENSMMUG00000029421
Ptprr,PTPRR,Daneman,liver_only,ENSG00000153233,ENSMUSG00000020151,ENSMMUG00000011075
Pttg1,PTTG1,Daneman,lung_only,ENSG00000164611,ENSMUSG00000020415,ENSMMUG00000023077
Pura,PURA,Daneman,liver_only,ENSG00000185129,ENSMUSG00000043991,ENSMMUG00000010305
Pvrl2,PVRL2,Daneman,lung_only,NA,NA,NA
Pygb,PYGB,Daneman,lung_only,ENSG00000100994,ENSMUSG00000033059,ENSMMUG00000009199
Rab11fip1,RAB11FIP1,Munji,NA,ENSG00000156675,ENSMUSG00000031488,ENSMMUG00000063888
Rab11fip5,RAB11FIP5,Daneman,liver_only,ENSG00000135631,ENSMUSG00000051343,ENSMMUG00000002301
Rab12,RAB12,Daneman,lung_only,ENSG00000206418,ENSMUSG00000023460,ENSMMUG00000062113
Rab13,RAB13,Daneman,lung_only,ENSG00000143545,ENSMUSG00000027935,ENSMMUG00000017586
Rab24,RAB24,Daneman,lung_only,ENSG00000169228,ENSMUSG00000034789,ENSMMUG00000009045
Rab3il1,RAB3IL1,Daneman,lung_only,ENSG00000167994,ENSMUSG00000024663,ENSMMUG00000015148
Rad1,RAD1,Munji,NA,ENSG00000113456,ENSMUSG00000022248,ENSMMUG00000045918
Rad51ap1,RAD51AP1,Daneman,lung_only,ENSG00000111247,ENSMUSG00000030346,ENSMMUG00000015189
Rad54b,RAD54B,Both,liver_only,ENSG00000197275,ENSMUSG00000078773,ENSMMUG00000005659
Ralb,RALB,Daneman,lung_only,ENSG00000144118,ENSMUSG00000004451,ENSMMUG00000046774
Ralgds,RALGDS,Daneman,lung_only,ENSG00000160271,ENSMUSG00000026821,ENSMMUG00000015274
Ralgps2,RALGPS2,Daneman,lung_only,ENSG00000116191,ENSMUSG00000026594,ENSMMUG00000017551
Ranbp1,RANBP1,Daneman,lung_only,ENSG00000099901,ENSMUSG00000005732,ENSMMUG00000020100
Rap2c,RAP2C,Daneman,lung_only,ENSG00000123728,ENSMUSG00000050029,ENSMMUG00000048745
Rapgef3,RAPGEF3,Daneman,liver_only,ENSG00000079337,ENSMUSG00000022469,ENSMMUG00000000477
Raph1,RAPH1,Daneman,liver_and_lung,ENSG00000173166,ENSMUSG00000026014,ENSMMUG00000000314
Rarres2,RARRES2,Daneman,liver_and_lung,ENSG00000106538,ENSMUSG00000009281,ENSMMUG00000005232
Rasgrp4,RASGRP4,Munji,NA,ENSG00000171777,ENSMUSG00000030589,ENSMMUG00000020469
Rassf4,RASSF4,Daneman,liver_only,ENSG00000107551,ENSMUSG00000042129,ENSMMUG00000017489
Rassf8,RASSF8,Munji,NA,ENSG00000123094,ENSMUSG00000030259,ENSMMUG00000018385
Rb1,RB1,Daneman,liver_only,ENSG00000139687,ENSMUSG00000022105,ENSMMUG00000007891
Rbm20,RBM20,Munji,NA,ENSG00000203867,ENSMUSG00000043639,ENSMMUG00000019883
Rbp1,RBP1,Daneman,lung_only,ENSG00000114115,ENSMUSG00000046402,NA
Rcan2,RCAN2,Munji,NA,ENSG00000172348,ENSMUSG00000039601,ENSMMUG00000019246
Rcc2,RCC2,Daneman,lung_only,ENSG00000281540,NA,NA
Rcc2,RCC2,Daneman,lung_only,ENSG00000179051,ENSMUSG00000040945,ENSMMUG00000047630
Rcn1,RCN1,Daneman,lung_only,ENSG00000049449,ENSMUSG00000005973,NA
Rcn3,RCN3,Daneman,lung_only,ENSG00000142552,ENSMUSG00000019539,ENSMMUG00000051545
Rcn3,RCN3,Daneman,lung_only,ENSG00000142552,ENSMUSG00000019539,ENSMMUG00000009787
Rdx,RDX,Daneman,liver_only,ENSG00000137710,ENSMUSG00000032050,ENSMMUG00000002241
Reck,RECK,Both,liver_only,ENSG00000122707,ENSMUSG00000028476,ENSMMUG00000022613
Relb,RELB,Daneman,lung_only,ENSG00000104856,ENSMUSG00000002983,ENSMMUG00000014153
Rep15,REP15,Munji,NA,ENSG00000174236,ENSMUSG00000040121,ENSMMUG00000053271
Ret,RET,Munji,NA,ENSG00000165731,ENSMUSG00000030110,ENSMMUG00000015400
Rfk,RFK,Daneman,liver_only,ENSG00000135002,ENSMUSG00000024712,ENSMMUG00000057759
Rfxank,RFXANK,Munji,NA,ENSG00000064490,ENSMUSG00000036120,ENSMMUG00000010722
Rgs16,RGS16,Daneman,lung_only,ENSG00000143333,ENSMUSG00000026475,ENSMMUG00000055481
Rgs2,RGS2,Daneman,lung_only,ENSG00000116741,ENSMUSG00000026360,ENSMMUG00000049590
Rgs4,RGS4,Daneman,liver_and_lung,ENSG00000117152,ENSMUSG00000038530,ENSMMUG00000005185
Rhobtb1,RHOBTB1,Munji,NA,ENSG00000072422,ENSMUSG00000019944,ENSMMUG00000021400
Rhobtb3,RHOBTB3,Daneman,lung_only,ENSG00000164292,ENSMUSG00000021589,ENSMMUG00000021165
Rhoc,RHOC,Daneman,lung_only,ENSG00000155366,ENSMUSG00000002233,NA
Rhoj,RHOJ,Daneman,lung_only,ENSG00000126785,ENSMUSG00000046768,ENSMMUG00000008203
Rhpn2,RHPN2,Daneman,liver_only,ENSG00000131941,ENSMUSG00000030494,ENSMMUG00000028798
Ribc1,RIBC1,Munji,NA,ENSG00000158423,ENSMUSG00000025257,ENSMMUG00000009295
Rnase4,RNASE4,Daneman,liver_only,ENSG00000258818,ENSMUSG00000021876,ENSMMUG00000005496
Rnf103,RNF103,Daneman,liver_only,ENSG00000239305,ENSMUSG00000052656,ENSMMUG00000015778
Rnf141,RNF141,Daneman,liver_only,ENSG00000110315,ENSMUSG00000030788,ENSMMUG00000040144
Rnf144b,RNF144B,Munji,NA,ENSG00000137393,ENSMUSG00000038068,ENSMMUG00000062089
Rnf168,RNF168,Munji,NA,ENSG00000163961,ENSMUSG00000014074,ENSMMUG00000004035
Rpl11,RPL11,Daneman,lung_only,ENSG00000142676,ENSMUSG00000059291,ENSMMUG00000061630
Rpl12,RPL12,Daneman,lung_only,ENSG00000197958,ENSMUSG00000038900,ENSMMUG00000056363
Rpl12,RPL12,Daneman,lung_only,ENSG00000197958,ENSMUSG00000038900,ENSMMUG00000002309
Rpl12,RPL12,Daneman,lung_only,ENSG00000197958,ENSMUSG00000038900,ENSMMUG00000032031
Rpl12,RPL12,Daneman,lung_only,ENSG00000197958,ENSMUSG00000038900,ENSMMUG00000000422
Rpl12,RPL12,Daneman,lung_only,ENSG00000197958,ENSMUSG00000038900,ENSMMUG00000059840
Rpl12,RPL12,Daneman,lung_only,ENSG00000197958,ENSMUSG00000038900,ENSMMUG00000041517
Rpl13a,RPL13A,Daneman,lung_only,ENSG00000142541,ENSMUSG00000074129,NA
Rpl18,RPL18,Daneman,lung_only,ENSG00000063177,NA,ENSMMUG00000022158
Rpl23,RPL23,Daneman,lung_only,ENSG00000125691,ENSMUSG00000071415,ENSMMUG00000062400
Rpl27,RPL27,Daneman,lung_only,ENSG00000131469,ENSMUSG00000063316,ENSMMUG00000008090
Rpl35,RPL35,Daneman,lung_only,ENSG00000136942,ENSMUSG00000078193,ENSMMUG00000031947
Rpl35,RPL35,Daneman,lung_only,ENSG00000136942,ENSMUSG00000078193,ENSMMUG00000005260
Rpl35,RPL35,Daneman,lung_only,ENSG00000136942,ENSMUSG00000062997,ENSMMUG00000031947
Rpl35,RPL35,Daneman,lung_only,ENSG00000136942,ENSMUSG00000062997,ENSMMUG00000005260
Rps17,RPS17,Daneman,lung_only,ENSG00000278229,NA,NA
Rps17,RPS17,Daneman,lung_only,ENSG00000182774,ENSMUSG00000061787,ENSMMUG00000060056
Rps17,RPS17,Daneman,lung_only,ENSG00000182774,ENSMUSG00000061787,ENSMMUG00000058431
Rps18,RPS18,Daneman,lung_only,ENSG00000223367,NA,NA
Rps18,RPS18,Daneman,lung_only,ENSG00000227794,NA,NA
Rps18,RPS18,Daneman,lung_only,ENSG00000235650,NA,NA
Rps18,RPS18,Daneman,lung_only,ENSG00000226225,NA,NA
Rps18,RPS18,Daneman,lung_only,ENSG00000096150,NA,NA
Rps18,RPS18,Daneman,lung_only,ENSG00000231500,ENSMUSG00000008668,ENSMMUG00000014648
Rps26,RPS26,Daneman,lung_only,ENSG00000197728,NA,NA
Rps27l,RPS27L,Daneman,lung_only,ENSG00000185088,ENSMUSG00000036781,ENSMMUG00000016350
Rps3,RPS3,Daneman,lung_only,ENSG00000149273,NA,ENSMMUG00000009019
Rps6ka2,RPS6KA2,Daneman,lung_only,ENSG00000071242,ENSMUSG00000023809,ENSMMUG00000005670
Rps6ka3,RPS6KA3,Daneman,lung_only,ENSG00000177189,ENSMUSG00000031309,ENSMMUG00000002134
Rps6ka5,RPS6KA5,Daneman,liver_only,ENSG00000100784,ENSMUSG00000021180,ENSMMUG00000005586
Rps7,RPS7,Daneman,lung_only,ENSG00000171863,ENSMUSG00000061477,ENSMMUG00000010418
Rps7,RPS7,Daneman,lung_only,ENSG00000171863,ENSMUSG00000061477,ENSMMUG00000011870
Rps8,RPS8,Daneman,lung_only,ENSG00000142937,ENSMUSG00000047675,ENSMMUG00000015270
Rps9,RPS9,Daneman,lung_only,ENSG00000278081,NA,NA
Rps9,RPS9,Daneman,lung_only,ENSG00000274626,NA,NA
Rps9,RPS9,Daneman,lung_only,ENSG00000277359,NA,NA
Rps9,RPS9,Daneman,lung_only,ENSG00000274646,NA,NA
Rps9,RPS9,Daneman,lung_only,ENSG00000274005,NA,NA
Rps9,RPS9,Daneman,lung_only,ENSG00000275323,NA,NA
Rps9,RPS9,Daneman,lung_only,ENSG00000278270,NA,NA
Rps9,RPS9,Daneman,lung_only,ENSG00000274950,NA,NA
Rps9,RPS9,Daneman,lung_only,ENSG00000277079,NA,NA
Rps9,RPS9,Daneman,lung_only,ENSG00000170889,ENSMUSG00000006333,ENSMMUG00000060498
Rras2,RRAS2,Daneman,lung_only,ENSG00000133818,ENSMUSG00000055723,ENSMMUG00000056680
Rrm2,RRM2,Daneman,lung_only,ENSG00000171848,ENSMUSG00000020649,ENSMMUG00000002057
Rrm2b,RRM2B,Daneman,liver_only,ENSG00000048392,ENSMUSG00000022292,ENSMMUG00000020765
Rrnad1,RRNAD1,Munji,NA,NA,NA,NA
Rsad2,RSAD2,Daneman,liver_only,ENSG00000134321,ENSMUSG00000020641,ENSMMUG00000015969
Rsbn1,RSBN1,Daneman,liver_only,ENSG00000081019,ENSMUSG00000044098,ENSMMUG00000017823
Rsc1a1,RSC1A1,Daneman,lung_only,ENSG00000215695,ENSMUSG00000078515,ENSMMUG00000019912
Rtn4,RTN4,Daneman,lung_only,ENSG00000115310,ENSMUSG00000020458,ENSMMUG00000021299
Rybp,RYBP,Daneman,liver_only,ENSG00000281766,NA,NA
Rybp,RYBP,Daneman,liver_only,ENSG00000163602,ENSMUSG00000072872,ENSMMUG00000042444
S100a1,S100A1,Daneman,liver_only,ENSG00000160678,ENSMUSG00000044080,ENSMMUG00000008145
S100a10,S100A10,Daneman,liver_only,ENSG00000197747,ENSMUSG00000041959,ENSMMUG00000052533
Sacm1l,SACM1L,Daneman,liver_only,ENSG00000211456,ENSMUSG00000025240,ENSMMUG00000002130
Samd9l,SAMD9L,Daneman,liver_only,ENSG00000177409,ENSMUSG00000047735,ENSMMUG00000020803
Samhd1,SAMHD1,Daneman,liver_only,ENSG00000101347,ENSMUSG00000027639,ENSMMUG00000002091
Sap18,SAP18,Daneman,liver_only,ENSG00000150459,ENSMUSG00000061104,ENSMMUG00000010416
Sap18,SAP18,Daneman,liver_only,ENSG00000150459,ENSMUSG00000021963,ENSMMUG00000010416
Sass6,SASS6,Munji,NA,ENSG00000156876,ENSMUSG00000027959,ENSMMUG00000004240
Sc5d,SC5D,Daneman,liver_only,ENSG00000109929,ENSMUSG00000032018,ENSMMUG00000053625
Sccpdh,SCCPDH,Daneman,lung_only,ENSG00000143653,ENSMUSG00000038936,ENSMMUG00000022208
Scfd2,SCFD2,Munji,NA,ENSG00000184178,ENSMUSG00000062110,ENSMMUG00000017393
Scgb3a1,SCGB3A1,Daneman,lung_only,ENSG00000161055,ENSMUSG00000064057,ENSMMUG00000018692
Schip1,SCHIP1,Daneman,lung_only,ENSG00000151967,ENSMUSG00000027777,ENSMMUG00000023081
Scn2b,SCN2B,Daneman,liver_and_lung,ENSG00000149575,ENSMUSG00000070304,ENSMMUG00000061384
Scn3b,SCN3B,Daneman,liver_only,ENSG00000166257,ENSMUSG00000049281,ENSMMUG00000000343
Scrn3,SCRN3,Munji,NA,ENSG00000144306,ENSMUSG00000008226,ENSMMUG00000023009
Scube2,SCUBE2,Daneman,liver_only,ENSG00000175356,ENSMUSG00000007279,ENSMMUG00000006692
Sdc2,SDC2,Daneman,liver_and_lung,ENSG00000169439,ENSMUSG00000022261,ENSMMUG00000000963
Sdcbp2,SDCBP2,Daneman,lung_only,ENSG00000125775,ENSMUSG00000027456,ENSMMUG00000018165
Sdf4,SDF4,Daneman,liver_only,ENSG00000078808,ENSMUSG00000029076,ENSMMUG00000019518
Sdhd,SDHD,Daneman,lung_only,ENSG00000204370,ENSMUSG00000000171,ENSMMUG00000015247
Sdpr,SDPR,Daneman,liver_only,NA,NA,NA
Sec63,SEC63,Daneman,lung_only,ENSG00000025796,ENSMUSG00000019802,ENSMMUG00000016598
Sema3c,SEMA3C,Daneman,liver_only,ENSG00000075223,ENSMUSG00000028780,ENSMMUG00000011785
Sema3g,SEMA3G,Daneman,liver_only,ENSG00000010319,ENSMUSG00000021904,ENSMMUG00000018872
Sema5a,SEMA5A,Daneman,liver_only,ENSG00000112902,ENSMUSG00000022231,ENSMMUG00000020160
Sema7a,SEMA7A,Both,liver_only,ENSG00000288455,NA,NA
