GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N,HumanEnsembl,MouseEnsembl,Mouse_OrthoType,Mouse_PercId,MacaqueEnsembl,Macaque_OrthoType,Macaque_PercId
Bmp2,BMP2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000125845,ENSMUSG00000027358,ortholog_one2one,91.1616,ENSMMUG00000064170,ortholog_one2one,98.7374
Bmp2k,BMP2K,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000138756,ENSMUSG00000034663,ortholog_one2one,82.3428,ENSMMUG00000011639,ortholog_one2one,97.2438
Bmpr1a,BMPR1A,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000107779,ENSMUSG00000021796,ortholog_one2one,97.9323,ENSMMUG00000011852,ortholog_one2one,99.6241
Bmpr2,BMPR2,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000204217,ENSMUSG00000067336,ortholog_one2one,96.6281,ENSMMUG00000009009,ortholog_one2one,99.1329
Bnip1,BNIP1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000113734,ENSMUSG00000024191,ortholog_one2one,93.8596,ENSMMUG00000014607,ortholog_one2one,99.5614
Bnip3,BNIP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000176171,ENSMUSG00000078566,ortholog_one2one,90.2062,ENSMMUG00000058508,ortholog_one2many,99.4845
Bnip3,BNIP3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000176171,ENSMUSG00000078566,ortholog_one2one,90.2062,ENSMMUG00000022445,ortholog_one2many,99.4845
Bop1,BOP1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000261236,ENSMUSG00000022557,ortholog_one2one,82.9759,ENSMMUG00000014724,ortholog_one2one,93.4316
Bpgm,BPGM,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000172331,ENSMUSG00000038871,ortholog_one2one,92.278,ENSMMUG00000004598,ortholog_one2one,98.8417
Bsg,BSG,Munji,NA,TRUE,TRUE,TRUE,3,ENSG00000172270,ENSMUSG00000023175,ortholog_one2one,65.4545,ENSMMUG00000018740,ortholog_one2one,54.026
Bspry,BSPRY,Munji,NA,FALSE,FALSE,FALSE,0,ENSG00000119411,ENSMUSG00000028392,ortholog_one2one,78.8557,ENSMMUG00000005851,ortholog_one2one,96.5174
Btbd11,BTBD11,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
Btf3,BTF3,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000145741,ENSMUSG00000021660,ortholog_one2one,78.6408,ENSMMUG00000002246,ortholog_one2one,59.2233
Btf3l4,BTF3L4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000134717,ENSMUSG00000114133,ortholog_one2one,100,ENSMMUG00000003636,ortholog_one2one,100
Btg2,BTG2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000159388,ENSMUSG00000020423,ortholog_one2one,93.6709,ENSMMUG00000053426,ortholog_one2one,99.3671
Bzw1,BZW1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000082153,ENSMUSG00000051223,ortholog_one2one,100,ENSMMUG00000022202,ortholog_one2one,99.7613
8430408G22Rik,C10ORF10,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
2700094K13Rik,C11ORF31,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
AI462493,C11ORF83,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
Grcc10,C12ORF57,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
2010107E04Rik,C14ORF2,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
BC030336,C16ORF52,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
AI467606,C16ORF54,Daneman,liver_and_lung,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
AU021092,C16ORF89,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
0610010K14Rik,C17ORF49,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
2410015M20Rik,C19ORF70,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
C130074G19Rik,C1ORF115,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
2810004N23Rik,C1ORF131,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
2310022B05Rik,C1ORF198,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
Gm694,C1ORF64,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
A130010J15Rik,C1ORF74,Munji,NA,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
C1qbp,C1QBP,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000108561,ENSMUSG00000018446,ortholog_one2one,85.8156,ENSMMUG00000006592,ortholog_one2one,94.3262
3010026O09Rik,C5ORF45,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
3110082I17Rik,C7ORF50,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
1810011O10Rik,C8ORF4,Daneman,liver_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
Car2,CA2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000104267,ENSMUSG00000027562,ortholog_one2one,81.1538,ENSMMUG00000014891,ortholog_one2one,97.6923
Cab39l,CAB39L,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000102547,ENSMUSG00000021981,ortholog_one2one,98.5163,ENSMMUG00000013472,ortholog_one2one,98.5163
Cables1,CABLES1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000134508,ENSMUSG00000040957,ortholog_one2one,80.7267,ENSMMUG00000005125,ortholog_one2one,97.3144
Cabyr,CABYR,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000154040,ENSMUSG00000024430,ortholog_one2one,75.1979,ENSMMUG00000004346,ortholog_one2one,47.2296
Cachd1,CACHD1,Both,lung_only,TRUE,FALSE,TRUE,2,ENSG00000158966,ENSMUSG00000028532,ortholog_one2one,96.9388,ENSMMUG00000007577,ortholog_one2one,99.2936
Capn2,CAPN2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000162909,ENSMUSG00000026509,ortholog_one2one,93.8571,ENSMMUG00000011142,ortholog_one2one,99.4286
Capzb,CAPZB,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000077549,ENSMUSG00000028745,ortholog_one2one,99.6324,ENSMMUG00000006894,ortholog_one2one,99.2647
Card10,CARD10,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000100065,ENSMUSG00000033170,ortholog_one2one,90.6008,ENSMMUG00000003007,ortholog_one2one,98.3527
Caskin2,CASKIN2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000177303,ENSMUSG00000034471,ortholog_one2one,89.4343,ENSMMUG00000022121,ortholog_one2one,98.2529
Casp3,CASP3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000164305,ENSMUSG00000031628,ortholog_one2one,86.6426,ENSMMUG00000012053,ortholog_one2one,95.6679
Casp6,CASP6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000138794,ENSMUSG00000027997,ortholog_one2one,84.6416,ENSMMUG00000008174,ortholog_one2one,96.587
Casp7,CASP7,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000165806,ENSMUSG00000025076,ortholog_one2one,82.1782,ENSMMUG00000001217,ortholog_one2one,75.9076
Casp8,CASP8,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000064012,ENSMUSG00000026029,ortholog_one2one,67.0146,ENSMMUG00000031296,ortholog_one2one,94.3633
Casp8ap2,CASP8AP2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000288475,NA,NA,NA,NA,NA,NA
Casq2,CASQ2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000118729,ENSMUSG00000027861,ortholog_one2one,90.2256,ENSMMUG00000008970,ortholog_one2one,97.2431
Cast,CAST,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000153113,NA,NA,NA,NA,NA,NA
Cat,CAT,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000121691,ENSMUSG00000027187,ortholog_one2one,89.3738,ENSMMUG00000002429,ortholog_one2one,94.3074
Cav2,CAV2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000105971,ENSMUSG00000000058,ortholog_one2one,90.1235,ENSMMUG00000061706,ortholog_one2one,98.1481
Cbr3,CBR3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000159231,ENSMUSG00000022947,ortholog_one2one,85.1986,ENSMMUG00000020565,ortholog_one2one,92.0578
Ccdc106,CCDC106,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000173581,ENSMUSG00000035228,ortholog_one2one,89.6429,ENSMMUG00000004808,ortholog_one2one,98.2143
Ccdc141,CCDC141,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000163492,ENSMUSG00000044033,ortholog_one2one,73.0065,ENSMMUG00000019689,ortholog_one2one,40.1307
Ccdc23,CCDC23,Daneman,lung_only,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA
Ccdc28a,CCDC28A,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000024862,ENSMUSG00000059554,ortholog_one2one,93.4783,ENSMMUG00000017643,ortholog_one2one,100
Ccdc28b,CCDC28B,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000160050,ENSMUSG00000028795,ortholog_one2one,96.5,ENSMMUG00000015066,ortholog_one2one,99.5
Ccdc61,CCDC61,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000104983,ENSMUSG00000074358,ortholog_one2one,85.3516,ENSMMUG00000008741,ortholog_one2one,96.6797
Ccdc85c,CCDC85C,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000205476,ENSMUSG00000084883,ortholog_one2one,93.5561,ENSMMUG00000046816,ortholog_one2one,98.3294
Ccdc92,CCDC92,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000275035,NA,NA,NA,NA,NA,NA
Ccnd1,CCND1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000110092,ENSMUSG00000070348,ortholog_one2one,93.8983,ENSMMUG00000002368,ortholog_one2one,81.3559
Ccnd2,CCND2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000118971,ENSMUSG00000000184,ortholog_one2one,92.0415,NA,NA,NA
Ccng2,CCNG2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000138764,ENSMUSG00000029385,ortholog_one2one,88.9535,ENSMMUG00000000914,ortholog_one2one,99.1279
Cct2,CCT2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000166226,ENSMUSG00000034024,ortholog_one2one,97.5701,ENSMMUG00000010820,ortholog_one2one,100
Cd1d1,CD1D,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000158473,ENSMUSG00000041750,ortholog_one2many,46.8657,ENSMMUG00000020156,ortholog_one2one,93.1343
Cd1d1,CD1D,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000158473,ENSMUSG00000028076,ortholog_one2many,61.194,ENSMMUG00000020156,ortholog_one2one,93.1343
Cd200,CD200,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000091972,ENSMUSG00000022661,ortholog_one2one,76.5799,ENSMMUG00000016076,ortholog_one2one,95.1673
Cd248,CD248,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000174807,ENSMUSG00000056481,ortholog_one2one,78.4676,ENSMMUG00000015986,ortholog_one2one,96.6975
Cd2ap,CD2AP,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000198087,ENSMUSG00000061665,ortholog_one2one,86.2285,ENSMMUG00000017952,ortholog_one2one,96.2441
Cd302,CD302,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000241399,ENSMUSG00000060703,ortholog_one2one,73.7069,ENSMMUG00000020721,ortholog_one2one,93.9655
Cd320,CD320,Both,lung_only,TRUE,FALSE,TRUE,2,ENSG00000167775,ENSMUSG00000002308,ortholog_one2one,56.0284,ENSMMUG00000016695,ortholog_one2one,82.9787
Cd38,CD38,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000004468,ENSMUSG00000029084,ortholog_one2one,58,ENSMMUG00000015298,ortholog_one2one,92.3333
Cd3eap,CD3EAP,Munji,NA,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
Cd40,CD40,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000101017,ENSMUSG00000017652,ortholog_one2one,62.0939,ENSMMUG00000003683,ortholog_one2one,93.8628
Cd47,CD47,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000196776,ENSMUSG00000055447,ortholog_one2one,72.1362,ENSMMUG00000008791,ortholog_one2one,91.6409
Cd82,CD82,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000085117,ENSMUSG00000027215,ortholog_one2one,76.4045,ENSMMUG00000019268,ortholog_one2one,72.2846
Cdc14a,CDC14A,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000079335,ENSMUSG00000033502,ortholog_one2one,86.3636,ENSMMUG00000019106,ortholog_one2one,97.138
Cdc20,CDC20,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000117399,ENSMUSG00000006398,ortholog_one2one,94.7896,ENSMMUG00000003149,ortholog_one2one,99.5992
Cdc23,CDC23,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000094880,ENSMUSG00000024370,ortholog_one2one,95.4774,ENSMMUG00000001515,ortholog_one2one,99.1625
Cdc37l1,CDC37L1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000106993,ENSMUSG00000024780,ortholog_one2one,88.724,ENSMMUG00000000141,ortholog_one2one,98.5163
Cdc42ep3,CDC42EP3,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000163171,ENSMUSG00000036533,ortholog_one2one,92.5197,ENSMMUG00000052788,ortholog_one2one,99.2126
Cdc42se1,CDC42SE1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000197622,ENSMUSG00000046722,ortholog_one2one,98.7342,ENSMMUG00000010074,ortholog_one2one,100
Cdca4,CDCA4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000170779,ENSMUSG00000047832,ortholog_one2one,73.029,ENSMMUG00000007516,ortholog_one2one,97.0954
Cdca8,CDCA8,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000134690,ENSMUSG00000028873,ortholog_one2one,78.9286,ENSMMUG00000014340,ortholog_one2one,97.1429
Cdh11,CDH11,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000140937,ENSMUSG00000031673,ortholog_one2one,97.3618,ENSMMUG00000005520,ortholog_one2one,99.3719
Cdh2,CDH2,Both,lung_only,TRUE,FALSE,TRUE,2,ENSG00000170558,ENSMUSG00000024304,ortholog_one2one,96.7991,ENSMMUG00000015178,ortholog_one2one,99.2274
Cdipt,CDIPT,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000103502,ENSMUSG00000030682,ortholog_one2one,96.2441,ENSMMUG00000018985,ortholog_one2one,99.061
Cdk4,CDK4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000135446,ENSMUSG00000006728,ortholog_one2one,94.7195,ENSMMUG00000023694,ortholog_one2one,99.67
Cdk5rap3,CDK5RAP3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000108465,ENSMUSG00000018669,ortholog_one2one,88.1423,ENSMMUG00000004760,ortholog_one2one,97.8261
Cdr2,CDR2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000140743,ENSMUSG00000030878,ortholog_one2one,88.9868,ENSMMUG00000022035,ortholog_one2one,98.2379
Cds2,CDS2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000101290,ENSMUSG00000058793,ortholog_one2one,96.1798,ENSMMUG00000013261,ortholog_one2one,99.5506
Cdv3,CDV3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000091527,ENSMUSG00000032803,ortholog_one2one,84.1085,ENSMMUG00000000058,ortholog_one2one,80.2326
Ceacam2,CEACAM1,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000079385,NA,NA,NA,NA,NA,NA
Cebpg,CEBPG,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000153879,ENSMUSG00000056216,ortholog_one2one,91.3333,ENSMMUG00000062413,ortholog_one2one,99.3333
Cenpa,CENPA,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000115163,ENSMUSG00000029177,ortholog_one2one,69.2857,ENSMMUG00000015934,ortholog_one2one,92.8571
Cep164,CEP164,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000110274,ENSMUSG00000043987,ortholog_one2one,67.0548,ENSMMUG00000007791,ortholog_one2one,84.6575
Cep97,CEP97,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000182504,ENSMUSG00000022604,ortholog_one2one,76.5318,ENSMMUG00000015062,ortholog_one2one,94.3353
Cept1,CEPT1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000134255,ENSMUSG00000040774,ortholog_one2one,98.5577,ENSMMUG00000002461,ortholog_one2one,99.7596
Cerk,CERK,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000100422,ENSMUSG00000035891,ortholog_one2one,83.6127,ENSMMUG00000020950,ortholog_one2one,98.324
Cfh,CFH,Daneman,liver_only,TRUE,TRUE,TRUE,3,ENSG00000000971,NA,NA,NA,ENSMMUG00000045497,ortholog_one2one,87.9773
Cflar,CFLAR,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000003402,ENSMUSG00000026031,ortholog_one2one,65.8333,ENSMMUG00000012310,ortholog_one2one,95.8333
Cggbp1,CGGBP1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000163320,ENSMUSG00000054604,ortholog_one2one,98.2036,ENSMMUG00000047994,ortholog_one2one,99.4012
Ch25h,CH25H,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000138135,ENSMUSG00000050370,ortholog_one2one,77.9412,ENSMMUG00000055047,ortholog_one2one,94.8529
Chd6,CHD6,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000124177,ENSMUSG00000057133,ortholog_one2one,88.582,ENSMMUG00000020458,ortholog_one2one,98.3057
Chmp6,CHMP6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000176108,ENSMUSG00000025371,ortholog_one2one,92.5373,ENSMMUG00000060324,ortholog_one2one,92.0398
Chn2,CHN2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000106069,ENSMUSG00000004633,ortholog_one2one,97.6496,ENSMMUG00000008329,ortholog_one2one,99.1453
Chst1,CHST1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000175264,ENSMUSG00000027221,ortholog_one2one,94.1606,ENSMMUG00000000874,ortholog_one2one,97.8102
Chst7,CHST7,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000147119,ENSMUSG00000037347,ortholog_one2one,87.4486,ENSMMUG00000019663,ortholog_one2one,98.1481
Ckap4,CKAP4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000136026,ENSMUSG00000046841,ortholog_one2one,80.0664,ENSMMUG00000055446,ortholog_one2one,97.1761
Cklf,CKLF,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000217555,ENSMUSG00000054400,ortholog_one2one,57.8947,NA,NA,NA
Cks1b,CKS1B,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000173207,ENSMUSG00000062687,ortholog_one2many,93.6709,ENSMMUG00000056894,ortholog_one2one,100
Cks1b,CKS1B,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000173207,ENSMUSG00000028044,ortholog_one2many,100,ENSMMUG00000056894,ortholog_one2one,100
Cks2,CKS2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000123975,ENSMUSG00000062248,ortholog_one2one,98.7342,ENSMMUG00000064761,ortholog_one2one,100
Clcc1,CLCC1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000121940,ENSMUSG00000027884,ortholog_one2one,72.7768,ENSMMUG00000000390,ortholog_one2one,96.1888
Cldn6,CLDN6,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000184697,ENSMUSG00000023906,ortholog_one2one,87.7273,ENSMMUG00000041201,ortholog_one2one,99.5455
Clec14a,CLEC14A,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000176435,ENSMUSG00000045930,ortholog_one2one,63.2653,ENSMMUG00000051249,ortholog_one2one,93.8775
Clec1a,CLEC1A,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000150048,ENSMUSG00000033082,ortholog_one2one,67.1429,ENSMMUG00000005832,ortholog_one2one,90
Clic4,CLIC4,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000169504,ENSMUSG00000037242,ortholog_one2one,98.8142,ENSMMUG00000002416,ortholog_one2one,99.6047
Clic5,CLIC5,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000112782,ENSMUSG00000023959,ortholog_one2one,92.8287,ENSMMUG00000003511,ortholog_one2one,96.0159
Clock,CLOCK,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000134852,ENSMUSG00000029238,ortholog_one2one,96.0993,ENSMMUG00000001919,ortholog_one2one,98.5816
Clstn1,CLSTN1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000171603,ENSMUSG00000039953,ortholog_one2one,92.4567,ENSMMUG00000006225,ortholog_one2one,90.8257
Clta,CLTA,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000122705,ENSMUSG00000028478,ortholog_one2one,99.0826,ENSMMUG00000006132,ortholog_one2one,100
Cnih4,CNIH4,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000143771,ENSMUSG00000062169,ortholog_one2one,95.6835,ENSMMUG00000063959,ortholog_one2one,98.5611
Cnn3,CNN3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000117519,ENSMUSG00000053931,ortholog_one2one,97.8723,ENSMMUG00000001690,ortholog_one2one,95.4407
Cnnm2,CNNM2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000148842,ENSMUSG00000064105,ortholog_one2one,97.8286,ENSMMUG00000003747,ortholog_one2one,93.0286
Cnot6l,CNOT6L,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000138767,ENSMUSG00000034724,ortholog_one2one,97.1171,ENSMMUG00000045609,ortholog_one2one,99.8198
Cnot8,CNOT8,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000155508,ENSMUSG00000020515,ortholog_one2one,99.3151,ENSMMUG00000008318,ortholog_one2one,100
Cnr2,CNR2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000188822,ENSMUSG00000062585,ortholog_one2one,79.7222,ENSMMUG00000004217,ortholog_one2one,96.3889
Cntrob,CNTROB,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000170037,ENSMUSG00000032782,ortholog_one2one,83.8317,ENSMMUG00000022225,ortholog_one2one,97.1207
Cobll1,COBLL1,Munji,NA,TRUE,TRUE,TRUE,3,ENSG00000082438,ENSMUSG00000034903,ortholog_one2one,68.7943,ENSMMUG00000009400,ortholog_one2one,94.8582
Col14a1,COL14A1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000187955,ENSMUSG00000022371,ortholog_one2one,89.8107,ENSMMUG00000002595,ortholog_one2one,98.1069
Col18a1,COL18A1,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000182871,ENSMUSG00000001435,ortholog_one2one,77.2965,ENSMMUG00000004472,ortholog_one2one,93.2786
Col1a2,COL1A2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000164692,ENSMUSG00000029661,ortholog_one2one,89.8975,ENSMMUG00000039654,ortholog_one2one,92.2401
Col3a1,COL3A1,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2,ENSG00000291748,NA,NA,NA,NA,NA,NA
Col4a2,COL4A2,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000134871,ENSMUSG00000031503,ortholog_one2one,83.6449,ENSMMUG00000022282,ortholog_one2one,96.1449
Col4a3bp,COL4A3BP,Both,liver_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
Col5a2,COL5A2,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000204262,ENSMUSG00000026042,ortholog_one2one,94.7298,ENSMMUG00000021290,ortholog_one2one,99.4663
Gm684,COLCA2,Munji,NA,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA
Commd3,COMMD3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000148444,ENSMUSG00000051154,ortholog_one2one,89.2308,NA,NA,NA
Commd4,COMMD4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000140365,ENSMUSG00000032299,ortholog_one2one,90.4523,ENSMMUG00000047011,ortholog_one2one,96.9849
Commd8,COMMD8,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000169019,ENSMUSG00000029213,ortholog_one2one,76.5027,ENSMMUG00000021777,ortholog_one2one,95.6284
Cops4,COPS4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000138663,ENSMUSG00000035297,ortholog_one2one,99.5074,ENSMMUG00000022312,ortholog_one2one,90.3941
Cops5,COPS5,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000121022,ENSMUSG00000025917,ortholog_one2one,99.4012,ENSMMUG00000006281,ortholog_one2one,100
Cops6,COPS6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000168090,ENSMUSG00000019494,ortholog_one2one,90.2141,ENSMMUG00000013440,ortholog_one2one,70.3364
Copz2,COPZ2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000005243,ENSMUSG00000018672,ortholog_one2one,89.0476,ENSMMUG00000021934,ortholog_one2one,100
Coq7,COQ7,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000167186,ENSMUSG00000030652,ortholog_one2one,79.7235,ENSMMUG00000011613,ortholog_one2one,81.106
Coro1a,CORO1A,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000102879,ENSMUSG00000030707,ortholog_one2one,94.577,ENSMMUG00000007329,ortholog_one2one,99.1323
Coro1c,CORO1C,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000110880,ENSMUSG00000004530,ortholog_one2one,97.4684,ENSMMUG00000000512,ortholog_one2one,99.5781
Cotl1,COTL1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000103187,ENSMUSG00000031827,ortholog_one2one,95.0704,ENSMMUG00000053589,ortholog_one2one,99.2958
